id,order_id,agent_user_id
6715,188049,20773
5191,176219,47070
4367,167133,46908
4385,167219,46908
4431,167419,44736
4282,165358,46908
4281,165350,19311
2812,152271,18871
4293,165400,46908
4305,165489,46913
4316,165565,46913
4318,165601,19311
3278,155672,18871
3259,155474,43427
3269,155566,20282
3261,155481,43427
4271,165306,16781
4264,165273,16781
4329,166433,46913
4610,169141,11310
5196,176233,45342
4831,171654,44736
4332,166566,46913
3653,159660,52140
3267,155554,20773
3270,155568,20282
3274,155602,46913
4834,171676,22515
4839,171684,47070
5201,176257,45342
4841,171687,46943
3708,160510,20282
3754,160678,11310
3800,160908,16781
3656,159679,18871
3801,160909,46908
3774,160769,16781
3773,160763,11310
3679,159925,49026
3729,160595,20282
3803,160923,30836
3781,160802,11312
3757,160706,45342
3680,159926,49026
3793,160860,52140
3651,159633,44736
3509,158694,19311
3273,155601,16781
3059,154158,16781
3062,154402,20282
3571,159214,51496
3484,158220,19311
3478,158132,20773
3587,159276,19311
3496,158337,22515
3308,156845,19311
3396,157680,46908
3412,157739,51496
3419,157767,51496
3400,157688,46943
3428,157808,46908
3364,157505,30836
3358,157464,47067
3374,157578,51496
3369,157533,46943
3355,157455,19311
3387,157622,51496
3410,157734,22515
3377,157582,46943
3391,157649,22515
3482,158201,46913
3593,159290,44736
3625,159445,51496
6693,187921,16231
5611,179247,16781
3505,158594,20773
3489,158268,22515
2596,151251,18871
3277,155648,18871
6709,188017,46913
3514,158788,19311
3510,158747,43385
2597,151254,18871
3511,158769,43427
2620,151348,46943
3497,158361,46913
3649,159627,52140
4828,171617,44736
2606,151307,18871
3424,157778,20282
2607,151309,17205
3346,157427,37402
3515,158943,20282
3508,158656,22515
6631,187621,47070
4816,170951,19311
6698,187944,52138
3341,157410,18871
3638,159544,19311
5207,176306,45342
2659,151480,46908
3605,159352,46943
2660,151482,51496
4838,171683,47070
2624,151363,45342
2644,151433,49026
2699,151679,44736
2650,151455,22515
3628,159461,51496
2654,151467,16231
2679,151587,45342
2632,151395,43385
2695,151660,20282
2611,151323,17205
3812,161005,18871
2656,151472,19311
4826,171588,46908
6710,188034,20773
2645,151439,46943
2772,152074,16781
2636,151412,22515
4770,170716,47070
2726,151809,19311
2687,151630,45342
2630,151390,17205
2621,151350,18871
2719,151765,20282
2676,151568,46943
2667,151528,49026
2635,151410,37402
2690,151649,22515
2761,151986,20773
3283,155748,37402
2639,151423,16781
2686,151618,47067
2615,151339,20282
2693,151653,46908
2692,151652,17205
2711,151732,20282
4811,170806,51496
2628,151386,19311
2739,151888,51496
2734,151869,46908
2748,151931,20773
2671,151555,43385
2764,152013,17205
2744,151918,46908
2730,151827,51496
3572,159216,46908
2752,151942,19311
2749,151933,20282
4336,166863,20282
2753,151949,44742
2757,151979,20282
3555,159152,22515
2735,151876,20282
2733,151859,16781
2743,151917,44736
2751,151941,16781
3116,154730,20282
3084,154559,45342
3117,154738,18871
3113,154714,45342
3198,155123,16781
3693,160397,20282
2768,152054,46943
2776,152091,44742
2773,152081,20773
5202,176265,53060
4844,171696,44736
5208,176309,45342
3295,156410,18871
5893,181792,16231
3716,160541,47067
3767,160748,11312
3796,160879,18871
3778,160787,45342
3293,156392,22515
3218,155231,52140
3501,158414,43385
4846,171703,46908
5612,179255,20282
3292,156370,16781
3828,161091,44742
2774,152086,45342
3215,155217,52140
3297,156430,18871
3818,161045,45342
3629,159469,45342
3827,161082,44742
5210,176316,43316
2664,151521,37402
4847,171706,19311
2683,151603,11310
2643,151432,37402
2648,151445,45342
2633,151397,37402
2694,151658,18871
2703,151696,37402
2706,151711,43385
2672,151563,49026
2705,151708,17205
2714,151741,11312
2668,151534,17205
2718,151760,17205
2627,151377,17205
2725,151802,17205
4327,166246,19311
2756,151971,45342
2673,151564,17205
2765,152023,20282
2641,151428,17205
2750,151937,17205
3195,155109,47070
2802,152205,20282
2783,152117,20282
3298,156455,16781
2808,152248,19311
2782,152114,19311
2800,152199,51496
2788,152131,45342
2807,152246,11312
2795,152174,43385
2815,152301,47070
3180,155036,46943
2799,152189,20282
2828,152386,18871
4337,166879,20282
3661,159756,52140
5203,176275,45342
2801,152201,16781
4849,171721,46943
2833,152513,20773
4338,166880,20282
3289,156168,52140
2827,152373,16781
2794,152160,19311
3244,155365,46913
6695,187925,44742
2834,152533,11310
4851,171730,46943
5732,180051,43316
6707,188009,44742
2830,152404,20773
2805,152232,16781
2848,152739,43427
2837,152615,18871
2798,152188,20773
6696,187929,44742
5894,181797,52140
3203,155149,22515
4852,171745,19311
5744,180096,19311
5479,178192,53060
5910,182025,45342
2839,152663,11310
2825,152345,16781
4853,171750,47070
2819,152328,47070
5480,178193,17205
5626,179301,11310
3287,156079,43427
2842,152695,11310
3304,156548,52140
3518,158971,46908
2820,152332,18871
3780,160795,37402
3711,160521,20282
2821,152333,18871
2826,152352,47067
2843,152704,11310
2824,152344,44742
3650,159630,37402
5024,173973,30836
3666,159783,22515
3723,160572,44736
3816,161024,37402
3720,160562,20282
3665,159775,46908
2846,152723,11310
5747,180104,45342
3728,160592,11310
3840,161367,22515
3575,159227,20282
3580,159253,43427
3747,160647,20282
3566,159202,17205
2829,152395,37402
2849,152744,43427
5731,180048,22515
5630,179309,54689
5487,178217,53060
3675,159882,46913
3554,159140,18871
3681,159929,49026
5213,176370,20282
3533,159044,45342
3547,159119,45342
3541,159075,11312
3528,159010,46908
3309,156871,18871
4858,171804,46943
3527,159003,17205
3312,157102,20282
3534,159047,17205
4296,165413,44736
4295,165406,44736
3524,158995,18871
3678,159906,46913
3252,155435,16781
3253,155442,20282
5751,180109,54689
2605,151302,46908
2669,151538,16231
4840,171686,47070
2710,151730,19311
2715,151752,19311
2738,151886,44736
2653,151465,44736
2747,151923,30836
3535,159051,17205
3539,159070,17205
2877,153096,44736
2880,153104,51496
4346,167033,16781
3549,159127,17205
4304,165484,19311
3529,159029,45342
3542,159077,11312
2871,153085,45342
3841,161394,22515
4364,167109,43316
2860,153021,45342
2878,153097,19311
4341,166996,18871
4348,167037,37402
2904,153188,51496
2888,153139,46943
2881,153110,22515
2910,153201,22515
2906,153191,37402
4377,167177,18871
4832,171657,44736
3817,161032,37402
4835,171677,44736
4351,167054,46908
4355,167073,47067
4745,170585,52138
2876,153095,45342
4343,167004,18871
2886,153130,22515
4380,167181,53052
4374,167160,20282
2855,152975,46908
3315,157240,20282
2856,152987,47067
2896,153168,46943
2899,153179,20282
2905,153190,30836
2922,153244,20282
2903,153187,30836
2933,153270,37402
2916,153218,44736
4363,167104,43385
2859,153003,17205
4390,167244,53060
3829,161094,18871
2929,153257,51496
4370,167142,43316
3660,159746,46908
3821,161073,16781
2921,153243,46943
2637,151415,18871
2938,153295,16231
2917,153223,19311
4347,167035,44736
2655,151468,11312
2732,151846,17205
2640,151424,43427
4373,167158,46908
4850,171727,47070
4848,171712,44742
3317,157258,18871
3320,157296,16781
2851,152941,20282
2861,153025,46908
2852,152942,20282
2912,153205,19311
2897,153171,16781
2900,153182,20282
4859,171820,30836
2945,153310,37402
5486,178209,16231
3344,157417,17205
4860,171821,19311
2853,152944,46908
4861,171823,30836
2942,153302,46908
2863,153041,16781
2885,153125,45342
3370,157546,30836
2932,153264,20282
3450,157930,47070
2944,153305,11310
3389,157647,20282
3584,159265,22515
3397,157684,16781
3548,159123,51496
3434,157833,18871
4376,167171,16781
3383,157611,17205
2901,153183,22515
3348,157429,45342
3437,157851,37402
4382,167192,52138
3349,157434,37402
4386,167224,37402
3327,157345,45342
2952,153349,44736
3536,159056,18871
4384,167202,20282
3808,160947,45342
2967,153429,11310
3544,159100,17205
2902,153186,20282
3807,160945,11312
3433,157826,22515
3550,159130,46943
3537,159059,11310
3407,157723,17205
2720,151779,16781
2949,153335,49026
4419,167361,45342
4443,167493,53060
3784,160822,51496
3442,157879,46943
4473,167674,20773
3411,157736,20282
3435,157837,17205
3376,157581,37402
4477,167686,37402
3416,157757,16781
2958,153385,16231
5198,176241,54689
4401,167299,20282
3417,157759,43427
5635,179328,45342
3761,160722,11312
4399,167292,16781
3409,157729,46913
3762,160727,51496
2978,153488,18871
4391,167258,18871
3543,159085,18871
3819,161048,45342
3552,159134,44736
4862,171836,47070
3441,157870,18871
3448,157924,16781
3330,157359,20282
3581,159257,17205
3451,157937,16781
5492,178246,18871
2953,153351,37402
5500,178259,30836
4413,167335,53052
4428,167411,16781
2950,153338,51496
2961,153400,19311
4395,167273,53052
2962,153402,11310
2982,153514,37402
2964,153414,11310
4418,167355,18871
4424,167388,37402
4429,167412,43385
4447,167530,46913
4795,170764,50780
4421,167371,18871
4426,167400,19311
4446,167506,19311
4396,167281,20282
2968,153444,20282
2976,153486,11312
4445,167500,20282
4405,167306,46908
4870,171868,19311
2831,152477,20773
2974,153479,20282
2780,152111,46913
2957,153381,37402
2785,152122,20773
2918,153224,22515
2927,153250,30836
4423,167387,16781
2969,153450,51496
4438,167467,30836
4868,171862,44742
2983,153518,16231
4454,167579,53052
4869,171863,51496
4952,173467,18871
5755,180118,17205
5501,178260,16781
4430,167415,37402
3008,153658,43427
3004,153644,17205
2996,153601,20282
2995,153600,44742
4441,167485,16781
4433,167436,18871
2997,153602,16781
3010,153661,16781
5756,180119,45342
4465,167645,46943
4471,167671,44736
4467,167653,43316
4436,167454,46943
5502,178263,52138
3463,158027,18871
4453,167569,18871
3022,153759,16781
3455,157975,17205
3020,153743,19311
3331,157373,45342
4450,167548,20282
3024,153765,17205
3464,158028,45342
3345,157420,18871
4444,167498,43427
5496,178253,30836
4872,171880,46913
5503,178266,51496
5888,181764,46913
4877,171939,47353
4448,167540,18871
3026,153771,18871
3371,157547,45342
3030,153787,20773
3043,153882,16781
5497,178255,30836
5752,180110,47070
3037,153862,43427
3042,153881,49026
4456,167584,53060
3036,153850,17205
5491,178244,30836
3343,157413,20282
4458,167592,19311
4878,171953,47353
3438,157860,11310
4464,167631,11310
4461,167624,46913
5505,178270,52140
5639,179344,45342
4475,167679,18871
5506,178271,37402
5783,180203,16781
4474,167678,44736
5905,181906,30836
5760,180130,37402
5763,180134,54689
5637,179336,54689
5641,179358,19311
5896,181816,30836
5906,181908,30836
5784,180207,16781
3044,153884,49026
3041,153878,49026
3336,157395,43385
3360,157474,17205
3342,157412,45342
3431,157823,18871
6673,187807,22515
3038,153871,17205
3049,153929,17205
3046,153899,49026
3445,157892,43427
3481,158183,46908
3480,158158,20773
3420,157768,46943
4357,167079,47067
4360,167085,46943
3380,157594,16781
4369,167136,52138
4383,167195,47067
3414,157745,47070
4403,167301,47070
3585,159273,18871
3378,157587,22515
3551,159131,11312
3337,157401,46908
3058,154143,16781
4402,167300,47067
4409,167317,46908
3340,157408,46913
4414,167336,30836
3060,154167,16781
3053,153970,16781
3768,160751,11310
5762,180133,18871
3048,153910,16781
3499,158397,18871
3459,158002,45342
3468,158044,20282
3462,158016,11312
3471,158070,20773
3469,158045,37402
3764,160741,11310
6674,187808,44742
5643,179362,53060
6685,187858,44742
4482,167706,43316
5508,178280,52140
3582,159260,37402
3057,154109,16781
3470,158046,20282
3553,159138,45342
4497,167799,46913
4491,167756,37402
5025,174232,46913
5512,178287,45342
5510,178284,54689
3457,157994,46908
4494,167765,20773
4501,167812,43385
4485,167720,46943
4486,167722,46913
3067,154443,20282
3069,154449,46908
3458,157996,45342
4487,167723,43316
4495,167783,17205
3064,154425,43427
3586,159275,30836
3475,158126,22515
5509,178282,19311
3079,154504,45342
3733,160606,44736
3590,159281,43427
3736,160620,46908
3694,160400,46908
3594,159295,22515
3699,160447,45342
3071,154462,45342
3850,161647,19311
3591,159285,45342
3498,158366,47067
3598,159307,18871
3608,159362,20282
3592,159287,45342
3618,159398,46943
3075,154478,45342
5523,178366,19311
3782,160803,18871
3080,154540,44736
4500,167811,20773
4502,167817,19311
3074,154472,20282
4508,167860,11310
4509,167861,11310
3597,159305,20282
3632,159490,20282
3619,159406,20282
4359,167083,43316
4432,167420,20282
4404,167304,18871
4504,167830,37402
4513,167920,22515
3476,158128,11310
3615,159394,46943
4520,167965,16231
3601,159319,45342
4514,167929,37402
3701,160450,45342
3630,159482,16781
3595,159299,47067
4519,167958,22515
4522,167978,37402
3611,159372,51496
3771,160759,43385
3839,161322,16781
4515,167936,43427
5019,173745,46913
3105,154682,20282
3110,154701,17205
3123,154774,44736
3164,154944,37402
3134,154837,17205
3121,154762,45342
3093,154619,16781
3135,154838,37402
3096,154630,17205
3122,154767,17205
3130,154813,37402
3087,154582,20282
3152,154908,51496
3155,154917,51496
3627,159459,18871
3104,154671,16781
3613,159374,45342
3647,159607,20282
3156,154921,19311
3157,154923,19311
3097,154634,20282
3602,159323,46943
3094,154623,16781
4525,168001,11310
3158,154925,19311
3100,154646,16781
3486,158256,20282
3090,154609,11310
3148,154903,51496
3098,154641,45342
3147,154897,19311
3091,154611,19311
3640,159551,37402
3620,159409,37402
3099,154643,43385
3153,154909,44736
4529,168010,11310
3168,154969,45342
3160,154928,17205
6628,187612,19311
3639,159549,47067
3082,154551,46908
3725,160583,45342
3494,158331,47070
3579,159250,43427
3174,155009,47070
3737,160622,49026
3707,160483,44736
3735,160615,20282
3197,155120,45342
3234,155303,45444
2989,153566,44742
3006,153650,16231
3161,154933,19311
3154,154916,22515
3710,160517,44736
3753,160676,18871
3718,160557,20282
3744,160639,43385
3746,160646,45342
3182,155046,20282
3219,155233,43427
3637,159539,11310
3163,154939,51496
3169,154985,46943
3673,159846,37402
3217,155222,46913
3221,155244,30836
3170,154987,19311
5003,173640,46913
4999,173625,20773
3838,161310,16781
3226,155261,45342
3246,155383,37402
3788,160832,37402
3732,160599,46908
3183,155052,17205
3249,155425,11312
3787,160830,43385
3785,160823,20282
3709,160512,18871
3790,160840,11312
3247,155392,16781
3233,155302,37402
3200,155135,45342
3321,157304,16781
3328,157357,45342
3181,155037,20282
3427,157798,20282
3239,155338,16781
3212,155203,37402
3208,155168,37402
3179,155028,45342
3201,155142,45342
3214,155214,30836
3205,155156,51496
3251,155429,18871
3173,155003,37402
3453,157957,17205
3176,155013,47070
3231,155297,47067
3238,155326,18871
3436,157850,11312
3418,157764,17205
3029,153781,47067
3229,155293,30836
3018,153736,47070
3033,153815,44742
4534,168347,22515
5517,178342,52138
3061,154401,46908
5797,180251,30836
5798,180255,17205
5770,180161,43385
4533,168169,43427
5524,178371,45342
5520,178352,17205
5029,174397,46913
5767,180147,46943
3115,154723,46943
3112,154710,44736
3095,154625,44736
3109,154694,20773
3120,154753,46943
3144,154881,46943
3111,154709,22515
3178,155023,51496
3222,155245,20773
3132,154826,46943
3118,154743,46908
4536,168382,43385
3745,160645,51496
3724,160577,22515
3674,159876,22515
5042,174482,20773
5796,180249,20282
5646,179390,30836
5043,174487,46913
5801,180264,20282
5218,176696,43385
5647,179394,30836
5217,176640,11310
3604,159336,20282
3852,161823,43427
3854,161888,49026
4388,167234,44736
3698,160436,18871
3749,160651,22515
3742,160632,44736
6677,187827,46908
3770,160758,22515
3871,162121,52140
3861,162022,44736
3865,162081,17205
3868,162111,18871
3381,157601,18871
3867,162099,16781
4451,167554,19311
3766,160746,43427
3880,162164,17205
3872,162122,51496
5032,174446,30836
5392,177491,16231
5409,177706,44742
5397,177526,51496
5382,177440,46913
3703,160460,18871
5383,177445,16231
3887,162196,18871
3886,162182,20282
3883,162174,20282
3890,162218,37402
3884,162178,47067
3888,162202,20282
3885,162181,17205
5048,174834,20282
5413,177884,44736
3893,162242,37402
4564,168822,17205
3892,162231,17205
3891,162221,17205
4537,168609,17205
4555,168749,17205
5034,174453,30836
4560,168785,37402
4540,168635,46913
5802,180268,30836
5807,180290,30836
4548,168733,18871
5650,179413,52138
5220,176900,46908
5035,174455,30836
5045,174675,46913
4551,168738,18871
4545,168693,17205
4573,168873,53060
4587,168963,47067
3899,162308,37402
4574,168874,43427
3900,162314,17205
3902,162363,16781
5038,174459,46913
4542,168645,18871
4544,168688,43316
5039,174461,46913
5530,178401,18871
5529,178397,50780
3904,162386,37402
5789,180230,20282
4552,168742,16781
4563,168820,16781
5060,175258,18871
5651,179416,30836
5531,178422,54689
5098,175885,11310
4539,168633,11312
4558,168779,17205
5536,178479,19311
5526,178376,45342
5772,180166,52140
4575,168881,43316
5062,175301,30836
5051,175150,43427
5791,180232,18871
5535,178453,47070
5469,178145,11310
5056,175221,20282
5063,175303,46913
5064,175304,30836
4585,168951,16781
5224,176940,18871
4541,168636,17205
5222,176928,46908
3039,153873,16781
4565,168828,16781
4586,168960,18871
3146,154889,16781
4547,168732,43316
4576,168898,37402
5527,178384,51496
5225,176943,46908
5793,180234,20282
5862,180606,46913
5050,175117,20282
5066,175308,20282
4550,168737,37402
4572,168872,17205
4566,168832,43316
3907,162452,18871
4549,168734,46913
4583,168946,53052
3913,162527,17205
3848,161574,52140
3810,160982,44742
3820,161049,22515
3825,161078,44742
3851,161700,47070
3832,161127,44742
3835,161167,19311
3846,161515,22515
3858,162007,44736
3856,161962,44736
3901,162346,19311
3915,162533,18871
5049,175107,20282
5229,176955,16781
3920,162574,29351
5230,176957,44736
4896,172617,46943
5808,180295,11310
5779,180186,54689
5794,180242,30836
4622,169248,43316
4517,167946,18871
4526,168004,18871
4888,172556,46908
4618,169217,18871
4891,172577,44736
4881,172100,47070
4569,168843,37402
4607,169110,43316
4512,167878,37402
5067,175318,46913
4621,169230,16781
3929,162604,18871
3927,162596,30836
4902,172665,44736
4623,169251,11310
4619,169219,43316
3982,163023,46913
3964,162916,44736
3960,162896,30836
4606,169097,47070
4608,169117,18871
4615,169192,16781
4634,169657,49026
4632,169642,11310
4589,168972,17205
3978,163011,46908
3940,162694,44736
3961,162905,43427
4593,168995,17205
3943,162730,20773
4631,169636,49026
4625,169273,18871
4616,169196,19311
4636,169668,11310
4609,169139,16781
4594,168999,16781
4602,169025,53052
4897,172638,22515
5287,177119,51496
5254,177027,50780
5247,177004,16781
5810,180298,46908
3945,162745,19311
5283,177106,20282
3941,162723,52140
5547,178568,20282
5232,176965,19311
5299,177145,16781
5539,178515,18871
4493,167762,19311
3953,162847,16231
3939,162690,46943
4629,169501,52140
4595,169007,17205
4627,169386,52140
5249,177010,45342
4889,172572,46908
5255,177031,45342
4596,169010,20773
4510,167862,46913
4521,167975,19311
3951,162825,46943
5302,177162,37402
5316,177206,45342
5286,177116,16781
5317,177208,17205
3965,162918,46943
5304,177177,37402
5305,177182,46943
3962,162909,37402
3952,162843,30836
3976,163003,11310
3981,163021,11310
5233,176969,16781
5777,180182,43316
5318,177209,37402
5256,177034,19311
5778,180183,19311
3909,162463,43385
3984,163061,11312
3912,162480,37402
3911,162472,18871
5306,177183,46943
5553,178590,51496
5288,177120,53060
5250,177016,37402
4605,169072,18871
5541,178526,51496
5234,176973,37402
5309,177189,30836
3063,154408,46908
3987,163119,46913
4893,172600,46908
4911,172868,49026
4528,168006,46913
5814,180309,30836
5816,180322,45342
5815,180318,30836
5817,180327,37402
5285,177112,45342
5483,178201,45342
5322,177227,54689
5070,175403,18871
5634,179326,43316
5600,179225,45342
5605,179234,20282
5513,178302,20282
5633,179324,53052
5601,179226,54689
5498,178256,17205
5311,177194,53060
5519,178350,18871
5312,177195,47070
5253,177026,50780
5236,176979,43316
5466,178137,53060
5474,178167,43427
5464,178132,43316
5310,177190,54689
5555,178607,18871
5324,177234,30836
5559,178633,45342
5822,180340,20282
5369,177391,17205
5818,180330,20282
5330,177256,17205
5295,177136,18871
4863,171838,19311
5321,177221,30836
5551,178579,51496
5655,179443,52138
5823,180343,22515
5690,179554,43316
5734,180063,54689
5741,180082,43316
5549,178574,46913
4917,173287,46908
3995,163508,20282
3996,163515,20282
3992,163495,20282
4000,163531,20282
3994,163507,20282
4014,163577,17205
4015,163580,20282
4007,163567,46908
4006,163566,18871
4002,163549,20282
5181,176183,20773
4991,173598,16231
4045,163721,52138
4018,163595,18871
4907,172838,46913
5094,175874,45342
5239,176987,45342
4021,163608,11310
5072,175532,22515
5076,175785,45342
4034,163681,44742
5238,176985,22515
5642,179361,54689
5675,179519,45342
5261,177056,46943
5764,180135,43427
5746,180102,43316
5765,180145,53052
5754,180113,53052
5668,179501,43316
5293,177130,51496
4065,163763,19311
5660,179459,16231
5657,179450,43316
5663,179476,17205
4053,163738,22515
5550,178577,53060
5676,179521,45342
5659,179457,45342
4041,163703,44736
4038,163694,16781
5058,175254,18871
4050,163731,16781
5262,177059,52140
4028,163647,18871
5829,180360,45342
5826,180354,11310
5828,180357,43316
5082,175817,52140
5263,177060,45342
5649,179407,16231
4037,163691,19311
4024,163629,37402
5370,177404,17205
5073,175651,17205
5569,178724,45342
4035,163682,43427
4052,163737,37402
4068,163773,20282
4040,163699,37402
4058,163750,20282
5565,178673,47070
5335,177276,44744
5244,176996,37402
5361,177373,45342
4060,163755,37402
4079,163827,20282
4092,163869,16781
5245,176997,45342
3906,162431,43427
5556,178619,51496
5562,178649,50780
4073,163792,18871
4090,163866,46943
3866,162094,20282
5373,177409,54689
5264,177064,20282
5670,179508,45342
4096,163899,44736
5185,176204,53060
5567,178711,50780
5193,176224,53060
5356,177355,47070
4643,170040,16781
4647,170064,46943
5246,177000,46943
5680,179527,19311
5332,177270,43316
4093,163874,20282
4410,167318,37402
5354,177352,17205
5375,177413,54689
4639,170009,20282
4919,173320,46908
4918,173319,22515
4416,167341,16781
4650,170102,46943
4649,170085,44736
5572,178762,50780
4644,170045,17205
5078,175800,44736
4099,163907,43427
4645,170052,22515
5697,179599,45342
4667,170192,20282
4661,170162,16781
5360,177368,45342
5350,177330,46913
5085,175829,37402
5364,177381,53052
5351,177331,54689
4638,169997,53052
5568,178716,45342
5691,179568,50780
5665,179484,20773
5187,176208,20773
5365,177382,45342
5080,175803,46908
5195,176231,47070
5189,176212,19311
5267,177073,50780
4646,170057,44736
4641,170017,11310
5339,177287,30836
5184,176195,44744
4707,170389,17205
4680,170243,22515
4741,170558,17205
4723,170464,54689
5366,177384,44742
4098,163906,52138
4686,170280,30836
4743,170576,17205
4685,170272,47067
4683,170263,20282
4766,170709,50780
4755,170665,20282
4681,170250,17205
5240,176988,19311
4101,163913,46908
4111,163948,37402
4104,163919,18871
4116,163965,30836
4112,163953,37402
4102,163914,43427
4103,163915,18871
4109,163944,37402
4702,170358,43316
4115,163962,37402
4118,163981,18871
4714,170422,53052
5340,177292,30836
4144,164127,46943
4692,170294,22515
4800,170784,51496
4676,170238,43316
4738,170554,53052
4122,163994,46913
5270,177079,20282
4726,170481,19311
5101,175899,53052
4688,170289,20282
5341,177293,30836
4717,170439,37402
4691,170293,11310
4146,164135,30836
4133,164058,20773
4125,163998,20773
4653,170119,16781
4677,170239,37402
4708,170391,20282
3936,162638,20773
3924,162587,51496
3931,162614,51496
3937,162649,51496
3934,162629,51496
3973,162972,46943
3932,162619,46908
3949,162798,46913
4698,170333,52140
4662,170170,46913
5273,177083,50780
4735,170530,20773
5682,179532,44742
4715,170425,20282
4668,170197,44736
4138,164089,20773
4660,170156,43316
4704,170367,30836
4719,170447,20282
4718,170444,22515
5087,175841,43316
4132,164049,47070
4130,164040,52140
4729,170496,53052
5342,177298,17205
5102,175905,43316
4135,164069,16781
5376,177422,50780
4673,170229,44742
4696,170324,11310
5694,179572,50780
4693,170301,37402
4700,170350,47070
5683,179533,43316
5831,180374,54689
5833,180390,20282
5666,179489,51496
4684,170265,16781
3974,162986,16231
3963,162915,46908
3970,162940,46943
3991,163375,20773
4059,163752,46943
4003,163554,19311
4061,163756,51496
4008,163568,46908
4011,163571,46908
4016,163588,46908
4005,163560,19311
4069,163775,44736
4113,163957,16231
4108,163940,22515
4078,163818,19311
4077,163813,44742
4076,163803,22515
4080,163828,52140
4082,163835,46913
4150,164160,37402
4153,164183,30836
4154,164184,16781
4705,170377,17205
4711,170401,30836
4129,164029,46908
5104,175908,44742
4151,164174,20282
5377,177423,46913
5903,181896,20282
5578,178900,43427
5105,175909,43316
5832,180378,45342
5395,177522,51496
5685,179536,50780
5379,177426,20773
5687,179538,50780
4721,170461,53052
4771,170720,50780
5387,177471,18871
5839,180428,20282
5406,177565,22515
5566,178697,46913
5837,180413,43385
4157,164216,16781
4156,164208,46913
5408,177704,49026
5117,175950,51496
5840,180429,45342
5343,177305,54689
4727,170485,17205
5115,175944,43385
4158,164225,44742
4162,164258,52140
4160,164244,16781
4166,164302,11310
4126,164012,20282
4168,164310,52140
4171,164394,18871
4169,164345,43427
4170,164390,43427
4177,164548,47067
4663,170181,46943
4682,170252,46913
4176,164481,47067
4179,164550,18871
4173,164421,43427
4174,164462,20282
4675,170237,46943
4182,164632,43385
4763,170693,49026
4760,170678,20282
4184,164663,43427
4752,170642,53052
4772,170722,50780
4764,170698,17205
3972,162971,46908
